word,tf,df,tfidf
top-row,1393,808,3171.171994633915
representations,1298,684,3171.1561584001815
training-phase,1344,744,3170.5314868402525
deploy,1324,718,3170.4475794614373
properly,1605,1092,3170.358558295719
consequence,1458,895,3170.047344426647
learning-approach,1479,924,3168.543587926709
linear-unit,1455,892,3168.409900451277
siamese-network,873,209,3167.884072047834
frequency-domain,1086,426,3167.458108414513
segmentation-network,893,227,3166.682857176863
overhead,1152,504,3166.2618286011502
camera-view,955,286,3165.897224656186
minimizer,897,231,3165.1988062046353
computed,1393,812,3164.292968308583
imagetoimage-translation,937,269,3163.6456274050447
human-motion,942,274,3163.178851068066
iid,1048,385,3162.679661457632
safety,1027,362,3162.567654032789
image-enhancement,1007,341,3161.1592561787124
ent,1644,1151,3160.88761333678
instrument,1007,342,3158.2104985811707
residual-network,1094,439,3157.9054200686683
outer,1172,532,3157.8648686856013
super,1324,726,3155.7770692532563
transformer,874,213,3154.943588621809
minutia,573,32,3154.554970089244
spread,1362,777,3153.8840943523696
markov-random,1227,604,3150.3142064582557
equalization,932,268,3150.234987062189
multichannel,1151,510,3149.8918766787892
hidden-markov,1136,492,3149.6607884643913
harmonic,1139,496,3148.7558321761576
american,1506,973,3148.5691349584026
land-cover,827,175,3147.794771396692
life,1458,909,3147.4171783606225
learn-ing,1599,1101,3145.3821899130457
intelligence-ieee,1212,588,3144.3406748901566
van-gool,1514,988,3142.1324978501116
canada,1310,717,3138.748993553534
continue,1633,1152,3138.319971678721
switch,1196,571,3137.9191619749904
bottom-row,1367,793,3137.5988447719287
performance-evaluation,1516,995,3135.580247585421
morph,713,97,3134.602156143068
f1score,832,182,3134.1945453772046
multi,1529,1014,3133.5467502542892
image-compression,934,275,3132.912782555194
misclassify,1129,491,3132.549718048515
beneficial,1559,1056,3131.756576192311
temporal-scale,609,46,3131.7374597259836
alzheimer,825,177,3130.8071075805647
projection-matrix,1005,350,3128.6999556698734
subgraph,823,176,3127.8801741601105
word-image,787,148,3127.424014829796
image-resolution,1324,742,3126.9148909276746
interact,1230,620,3125.8579916523313
conv-layer,867,214,3125.6142643567764
derivation,1236,628,3125.259708518169
formance,1732,1296,3124.579201072014
rough,1205,589,3124.1327123720057
liao,1334,757,3123.8333831830505
sit,1081,438,3122.84525915245
stanford,1033,383,3122.792520386641
music,865,213,3122.4556111646048
processing-icip,1243,639,3121.375589552711
pretrained-model,1217,606,3120.6161298905968
rejection,977,323,3119.9665678527163
viper,648,64,3118.2954622813263
video-object,849,200,3118.164811284261
artificial-neural,1329,754,3117.402168992373
eds,1268,674,3116.5377316754843
experimental-setup,1470,945,3116.22729152037
highquality,1268,675,3114.657820285922
grouping,1143,516,3114.630049525352
argue,1491,975,3114.147281891755
cellular,924,271,3112.908522895607
albedo,713,100,3112.88474120647
delineation,897,245,3112.4188776840642
stripe,815,173,3111.487313050963
analyse,1209,601,3110.11925757403
interclass,1024,378,3109.0414009472015
palm,813,172,3108.564818039851
frequently,1543,1050,3108.407439180743
retina,889,239,3106.702855365714
radon,729,111,3106.6606460790017
datasets,1634,1176,3106.5498689869273
superiority,1365,811,3102.371160001763
caltech,821,180,3101.828792618183
inherent,1504,1001,3101.7182397629704
imagenet-classification,1917,1561,3101.6782384213316
hough,822,181,3101.052874937269
computational-time,1143,523,3099.228469044571
cho,1295,719,3099.2018749093004
slope,1032,391,3098.435394866619
psf,708,99,3098.1708927270297
compatibility,904,256,3097.004554804284
naive,1178,568,3096.898411572885
pepper,874,228,3095.4648617456646
ring,1074,441,3095.2922329683515
buffer,808,171,3094.158336841379
fov,826,186,3093.6349519056016
newly,1350,796,3093.4821413984037
formally,1480,974,3092.6910799325406
densely,1331,771,3092.4175357396193
industrial,1312,746,3091.5204921491672
visual-question,731,115,3089.3049118796216
proceed,1590,1128,3089.1569506117958
detec-tion,1398,865,3087.2564286566935
clique,797,164,3085.3472056935893
indian-pine,641,64,3084.6101717937195
speech-signal,1395,863,3083.8605829698827
mnist-dataset,929,285,3082.9592021125345
surprise,917,273,3082.583205132718
latency,839,200,3081.4373105624204
irregular,1132,518,3080.2763664069903
modal,1067,439,3079.9680833759317
xray-image,771,145,3079.631279856178
polygon,908,265,3079.3345523732473
puter-vision,1550,1080,3078.844233851427
component-analysis,1222,634,3078.2405878083227
quickly,1532,1056,3077.5183288817325
smith,1440,929,3077.220527882281
historical,920,278,3075.970619038136
accelerator,686,89,3074.9477133339656
conversion,1094,475,3071.6813823590082
recon,1206,617,3070.715288281002
operating,1340,796,3070.5674588695265
regularity,955,317,3067.6182099363423
fracture,629,60,3067.4586893247824
adversarial-attack,653,72,3065.4440617745704
color-constancy,641,66,3064.8855385883303
memorability,540,27,3064.6245092729905
complicated,1483,997,3064.347619786282
presentation,1112,501,3062.9610074637135
primal,858,222,3061.6786687857166
promote,1253,684,3061.216229950252
desirable,1518,1048,3060.938575105973
light-source,881,244,3060.5052070396596
key-point,1056,435,3057.881806471436
softmax-loss,904,268,3055.592734231994
isotropic,1075,459,3055.16852082191
grayscale-image,1204,623,3053.971187613342
compactness,897,262,3052.24247266898
flair,674,85,3052.1525068309547
commercial,1283,730,3051.0033865885243
class-class,1088,477,3050.2634312539976
fsim,612,54,3049.0350360067027
tain,1637,1223,3048.102681084529
algorithm-propose,1531,1076,3046.7844596538607
follow-section,1895,1577,3046.757979102352
network-parameter,1223,652,3046.520978333049
camera-motion,981,353,3045.6119935446154
february,1071,459,3043.8004519072238
weakly,1056,441,3043.415826829217
smartphone,876,244,3043.1357109724654
mahalanobis,852,222,3040.268328444558
experiment-conduct,1592,1167,3038.930283861289
proceedings-acm,1388,882,3038.1590312227136
segmentation-performance,977,352,3035.9652290819104
depth-information,927,298,3034.973853714137
background-image,947,320,3033.000881462586
randomize,1039,425,3032.818422330172
bright,1111,514,3031.745876510663
compensate,1368,859,3030.528370911037
belong-class,1241,685,3030.085913183101
saturation,1087,485,3029.3804614527367
anal,1376,871,3029.161435546311
quantification,1035,422,3028.47429906044
accumulate,1234,679,3023.850747987967
conference-page,956,333,3023.756251006573
dpm,800,180,3022.488470273503
hog-feature,940,316,3022.4057116364665
fair-comparison,1553,1125,3021.4067297173124
spatial-feature,907,282,3019.548453589136
cos-sin,906,281,3019.4377690748993
thomas,1331,815,3018.5473822288227
gait-recognition,639,70,3017.7236336802644
good-performance,1531,1097,3017.1921900174516
matrix-completion,809,189,3017.0202227510094
figure-illustrate,1373,875,3016.2661974101543
text-image,938,316,3015.9750611861764
adult,956,336,3015.1822025030538
affine-transformation,1004,391,3014.3693182617103
local-patch,962,343,3014.2701858866358
ference,1499,1054,3014.0688447365415
suppression,1148,570,3013.9948774332106
posture,853,230,3013.6388747269866
modelu,364,2,3013.16297397466
compete,1216,661,3012.41333623857
ghz,1750,1408,3011.998328524678
crc,960,342,3010.806433602705
bai,1159,586,3010.789525370734
young,1211,656,3009.2219528932683
dan,920,299,3008.973956114091
craft,1039,435,3008.654542541498
similarity-score,895,273,3008.6281009746813
detect-object,1093,502,3008.446779711114
visual-quality,1036,432,3007.1369571055466
multiple-instance,957,340,3007.0105828136416
define-follow,1484,1038,3006.608300509283
skip,1157,586,3005.5940300724237
boltzmann,1076,482,3005.400697357282
learn-model,1320,808,3004.987101878512
quaternion,711,115,3004.782205672245
python,1212,660,3004.3390556984814
efros,1202,647,3003.462815365889
correlation-coefficient,1038,436,3003.375352807611
fuse-image,700,108,3002.2553481255086
existence,1300,782,3001.9765076428116
illumination-change,1044,444,3001.7535628570586
search-space,1057,460,3001.711883356139
adaptively,1175,612,3001.343808558222
privacy,876,256,3001.0796349652132
successive,1251,715,3000.87990494364
diffuse,843,224,3000.5922291373527
contrary,1452,997,3000.291803054404
calibrate,1074,482,2999.814450707919
cone,950,335,2999.0900615616715
fpr,777,166,2998.5048883417994
surface-normal,859,240,2998.278094720094
hyperplane,920,303,2996.747862564903
convolu-tional,1503,1072,2996.660503943317
prefer,1389,911,2995.41258810479
hessian,886,268,2994.751285984012
crack,663,86,2994.5854544633
cityscapes,676,94,2993.17431576837
temporal-information,1023,423,2990.9402506585852
multidimensional,1188,635,2990.7216185292045
skeletal,757,152,2988.0204968395606
blur-image,906,291,2987.7562194339007
fractional,860,244,2987.553323557443
break,1418,958,2986.6194789594224
differentiate,1377,900,2986.262274036511
object-localization,959,350,2985.495778594436
quantitatively,1426,972,2982.7807904713736
informatics,1277,762,2981.9493676490306
possibly,1428,976,2981.0997291115277
progressive,1027,432,2981.0131804511548
saliency-prediction,676,96,2978.942211150635
wider,1210,672,2977.579008832817
basis-function,1088,510,2977.482503758925
thousand,1370,896,2977.184025287308
svhn,636,73,2976.8666864632323
processing-time,1063,479,2975.726952324408
simonyan-zisserman,1676,1334,2975.118235741928
cmc,737,139,2974.96941362823
subtle,1117,549,2974.536369897598
considerably,1351,874,2969.480522216424
singapore,1052,468,2969.374298240794
cvpr-page,831,221,2969.0838366251137
source-image,912,304,2967.6842404411914
perturb,898,289,2967.567394056452
gist,858,248,2966.6539982225777
intuitive,1353,879,2966.1582780364724
demonstrate-effectiveness,1413,965,2965.801283736455
bovik,1041,456,2965.366189015629
fat,713,123,2965.283638435446
train-ing,1458,1030,2965.2123952472584
interpolate,1163,615,2965.0047337864394
roth,1223,700,2959.6442278112613
institute-technology,1355,887,2958.266428452501
automatic-segmentation,979,384,2956.995963535331
processor,1179,641,2956.9767805556635
sobel,868,261,2956.8828232633555
large-dataset,1357,893,2953.484524110036
gland,670,96,2952.5018956670497
graph-laplacian,769,170,2949.3218622933255
segmentation-task,1073,504,2949.1310261189533
segmentation-accuracy,941,343,2948.470109063747
ram,1521,1133,2948.3720732879106
aaai,1286,797,2945.21360928525
struck,657,89,2944.957212332967
fetal,650,85,2943.470518457152
isbi,1004,420,2942.5359783644944
contents,1146,604,2942.3472539536765
func,1399,961,2942.227148636754
alarm,879,277,2942.056890706836
aware,1230,720,2941.9339588680455
conduct-experiment,1441,1022,2941.8745125425216
meter,951,357,2941.75840576178
lighting-condition,1161,625,2941.179631023994
zhang-ren,1626,1290,2940.89732467798
route,871,269,2940.806127502448
facial-attribute,687,109,2940.167335317524
compete-method,931,335,2939.108260330438
jones,1223,712,2938.856191912499
ambiguous,1049,478,2938.7280848464247
suit,1427,1004,2938.649837611552
wnnm,564,43,2938.365170193729
learning-framework,1271,780,2938.2641427105823
restrict,1432,1012,2937.58129928286
secondorder,941,347,2937.5598419169014
damage,959,368,2937.402136040069
spatialtemporal,863,262,2936.5498928799666
padding,1086,527,2936.3994427471293
schiele,1170,640,2936.2311369826953
obstacle,986,401,2935.426527265563
necessarily,1506,1121,2935.3310695838536
moderate,1106,554,2935.216443695195
hong-kong,980,394,2934.8221988454725
spd-matrix,530,31,2934.65252415088
click,788,190,2934.5461728584232
threedimensional,1224,716,2934.4020206482473
khan,1006,426,2934.1278610174954
service,1124,579,2933.375816342822
current-frame,922,327,2932.980900943719
similarity-matrix,826,226,2932.7397949937977
disk,898,301,2931.0335422369258
electron,964,377,2929.424650237852
signal-image,1087,532,2928.8388329874138
protein,748,157,2928.2865817710685
information-theory,1176,653,2927.640603919854
atla,786,190,2927.09808612528
constitute,1298,826,2926.3055194440226
resolve,1263,776,2926.2635421272234
image-input,1381,946,2926.0971450283714
demonstration,1008,432,2925.862985291883
grassmann-manifold,639,81,2924.4590835141166
lem,1442,1036,2924.296712946057
dollr,1243,749,2923.944269832083
classifier-train,1173,651,2923.770295322089
partitioning,987,407,2923.744947996731
res,1208,700,2923.344421255931
meaning,1282,805,2923.2486568039403
statistically,1142,609,2922.6625533073434
computing-computerassisted,1136,601,2922.328764767658
considerable,1469,1077,2922.0360267547044
electrical-engineering,1333,880,2920.796993169363
approach-propose,1521,1154,2920.438625321012
anatomy,928,339,2918.622483494321
specular,738,151,2917.8952502148677
infor-mation,1589,1255,2917.6845970071
ica,790,196,2917.432695806242
chellappa,1078,526,2916.815991621941
binary-classification,1122,585,2916.5891736632616
learning-image,1801,1559,2916.3008929834373
high-accuracy,1364,928,2916.2807029101923
white-matter,758,168,2916.104422171253
krizhevsky-sutskever,1771,1517,2916.08868056828
num,1330,879,2915.735779592393
realize,1273,797,2915.440843406006
casia,701,123,2915.3770414351297
lei,1213,712,2914.8262966392977
discontinuity,1024,457,2914.697264985994
present-section,1511,1147,2910.431267941708
substitute,1254,774,2908.647438688522
performance-comparison,1225,733,2908.054127635661
automata,666,100,2907.6875703275023
lagrange,961,382,2907.6466037506193
wise,1366,937,2907.372757770349
gaussian-process,859,267,2906.7003323050503
face-representation,864,273,2904.41863602472
corre,1471,1093,2904.321733267215
horizontal-vertical,1165,652,2902.0416514783333
control-point,724,143,2901.9533133338596
motion-pattern,807,216,2901.8017480556746
object-interest,1009,444,2901.1200621865637
average-accuracy,1034,476,2901.0416703736923
office,1019,457,2900.4653447468045
cbir,658,96,2899.621264699879
cartoon,693,120,2899.21795729338
perpixel,944,365,2899.1845603812203
markov,1050,498,2898.490729792808
datum-distribution,1042,489,2895.41055712602
residual-learning,848,259,2895.2749917236038
jump,960,386,2894.620866496568
chance,1212,723,2893.8417584868694
multicamera,815,226,2893.6839381597397
consecutive-frame,1035,481,2893.03217452825
classification-method,1147,633,2891.1247780263366
due-excessive,635,83,2890.664037644037
mser,635,83,2890.664037644037
quality-assessment,836,248,2890.5859469861016
law,1129,609,2889.392314084055
cfa,539,37,2889.120594561359
arc,877,292,2889.113059178759
hyperspectral-datum,780,194,2888.5032381416336
appearance-feature,857,271,2887.188965499497
set-feature,1219,737,2887.1765672356155
auto,1228,750,2887.0209171437286
table-performance,1195,703,2886.774103571102
heavy,1185,689,2886.4540087463406
lsh,622,76,2886.2878092332617
distinctive,1349,927,2885.6646149012495
method-apply,1439,1060,2885.2572390897803
action-detection,672,108,2882.1651342004884
cgan,654,96,2881.9943877108217
realvalued,890,309,2881.576284032566
input-layer,1125,608,2881.0041263616627
carlo,971,407,2876.3488799440993
boat,891,312,2876.205247572043
simpler,1400,1009,2876.093385729873
intuitively,1389,993,2875.6977800401273
convex-optimization,1033,487,2874.635825065933
video-summarization,638,87,2874.2916462094486
liveness,525,33,2874.1439355644447
priori,1163,665,2874.0991029626616
organization,1243,780,2873.5344841772257
choi,1185,698,2871.075278124115
hazy,546,41,2870.592473127169
cross-entropy,1118,604,2870.4574432113527
mine,1086,560,2870.4398913331434
video-technology,1094,571,2870.3039826092304
image-domain,992,436,2870.27779381999
adjacency,862,282,2869.736237038407
viii,1014,465,2868.6364536087594
reuse,1053,517,2867.3448661275143
exceed,1332,915,2866.6549734441487
australia,1152,654,2866.130020540674
rec,942,376,2865.0725542123473
pixel-intensity,1128,621,2864.822610468833
summation,1173,685,2864.05380835115
feature-dimension,1000,449,2864.0445509898354
superior-performance,1269,824,2864.0021772959017
give-input,1340,929,2863.524657890456
convo,1392,1008,2861.038834220279
object-scene,1093,575,2860.0502559426695
computeraided,1013,468,2859.2929316710306
improved,1447,1092,2858.260955672215
dla,461,16,2857.4986883029537
society-conference,1279,843,2857.414514853969
motion-segmentation,745,170,2857.2754062529616
acm-trans,1019,477,2856.8184158527793
conjugate,962,404,2856.805763461644
berlin-heidelberg,1128,626,2855.7768522888855
execution-time,896,325,2855.769061736507
video-dataset,964,407,2855.613100171073
helpful,1420,1054,2855.22198767571
genetic-algorithm,872,298,2854.905286341669
classifica,1366,974,2854.4702805323313
month,916,349,2854.251893141171
package,1090,574,2854.0974662296503
itti,752,177,2853.7781150310116
oneclass,678,117,2853.629795667478
direction-method,890,319,2853.2299389930477
implicitly,1273,837,2853.102807772848
computer-engineering,1284,854,2851.9389385074787
embedding-space,811,234,2851.2702682566282
compare-stateoftheart,1355,960,2851.101779036131
optimisation,859,285,2850.658724020094
oxford,989,441,2850.320315089106
local-global,1114,610,2849.175848463112
negative-sample,911,345,2849.1734727693647
xij,744,171,2849.0764883786956
dynamic-texture,681,120,2849.01504894198
evident,1240,792,2847.667498177903
writer-identification,544,42,2846.968414324104
handwritten-digit,983,435,2846.4941437134676
deep-learn,1249,806,2846.450636585601
definite,925,363,2845.9147591321957
conference-learning,1045,517,2845.560669613725
heat-map,763,189,2845.471483262077
vggface,620,80,2845.2052985160885
kalman-filter,785,210,2844.808527791477
fault,723,154,2844.3650266582467
repeatability,663,108,2843.5647082960177
division,1144,656,2842.7332073574726
denoiser,674,116,2842.5796648997384
significant-improvement,1385,1011,2842.5355243005906
reproduce,1136,645,2842.064250519656
specificity,949,394,2841.9859864330137
linear-regression,957,404,2841.957500657789
wheel,784,210,2841.1845678834625
preservation,947,392,2840.815902197721
tone,807,233,2840.6633910292758
substantially,1232,785,2840.232744210007
weaklysupervised,852,281,2839.4712795273886
landsat,684,124,2839.1375372189036
stronger,1282,860,2838.5211334391747
mirror,1004,466,2838.1893318248694
british,1324,923,2837.91218239951
communications,1420,1067,2837.814886151077
subsampling,898,334,2837.6139482883395
elad,1015,481,2837.128171155723
ieee-cvpr,805,232,2837.0857039879525
local-region,975,429,2836.8702568089707
large-margin,1170,697,2836.4099727267317
method-image,1342,951,2836.3886308425504
train-cnn,1100,598,2835.2243532596035
answering,687,127,2835.166802011893
forget,879,313,2834.655674160712
fog,616,79,2834.597665139282
lexicon,640,94,2833.774500135735
miss-datum,805,233,2833.623333058943
performance-method,1335,943,2832.8715433916736
attain,1128,640,2830.8279679628035
dice-coefficient,749,180,2829.804830293567
optic-disc,588,64,2829.5644009589814
website,1134,650,2828.3038160052893
determination,1088,585,2828.2076835522535
periodic,862,296,2827.970282559721
method-compare,1418,1072,2827.188685689703
johnson,1169,702,2825.629686571639
availability,1332,944,2825.093775085336
learn-dictionary,829,261,2824.027489038389
chart,897,338,2823.7753242944164
individually,1296,891,2823.625022594619
triangulation,804,235,2823.231467368696
master,1049,535,2820.5519257360506
achieve-stateoftheart,1247,820,2820.418583796817
localisation,804,236,2819.8174495000094
fellow,1180,722,2819.0699138103305
perona,1316,925,2817.916190805078
disgust,700,141,2815.6152838477446
plain,1019,497,2814.9644834755345
video-datum,954,412,2814.342061270965
wright,1117,635,2811.983205300607
wen,1177,722,2811.9027869108127
sport,894,339,2811.6901942283653
jacobian,758,193,2810.9499553690207
network-image,1283,881,2809.7825898171527
represen,1299,906,2808.474544363154
hyper,1119,640,2808.2415746013985
model-image,1295,901,2806.9930245552578
dependence,1094,607,2803.4172805538146
label-training,1099,615,2801.840242847203
execution,930,387,2801.757753503146
precisionrecall,895,344,2801.7310743160283
hong,1230,807,2801.6248376684325
ber,1277,878,2800.998419188834
recognition-task,1094,609,2799.818593098278
mation,1299,913,2798.4766940201202
image-subject,932,391,2798.1994069919465
hausdorff,784,222,2797.6178045780907
survival,748,187,2797.489198764372
jul,1325,958,2790.741050508628
binarize,957,429,2784.4972674524975
nonoverlapping,1052,558,2784.3373171210187
fig-illustrate,1224,810,2783.4166258643004
layer-network,1177,740,2782.9191062323694
san,1177,740,2782.9191062323694
pcanet,534,43,2782.0691505025734
editing,928,393,2781.455263328705
inversion,949,420,2781.3412783544873
tattoo,473,22,2781.2518180817947
output-feature,1058,570,2777.7060804218963
multiobject,749,193,2777.574560120576
section-iii,1474,1196,2777.501689222509
ramanan,1216,802,2777.293938332539
lai,1063,578,2776.0176649734735
semantically,1039,545,2774.4226281875303
epipolar,677,131,2772.9040682144446
function-define,1270,887,2772.6925196565876
realization,869,324,2772.3914890346514
senior,1279,901,2772.312029657278
neuroscience,1024,526,2770.7046154182444
frame-rate,934,406,2769.0431367077535
iter,908,373,2768.936029332153
scope,1319,965,2768.500986021503
parameter-set,1245,852,2768.233735318953
convlstm,536,45,2768.121052643509
tracking-algorithm,824,274,2766.9420098514715
complement,1126,675,2765.8554460898645
artefact,738,186,2764.0467245839395
absence,1222,820,2763.874506334972
irrelevant,1097,634,2763.363277271465
monte,889,352,2762.510837926119
motion-capture,758,206,2761.5389826164214
ecg,616,89,2761.177538503969
layer-layer,1091,627,2760.3618998261927
card,964,450,2758.794341152886
informa,1375,1060,2756.934470985718
deep-architecture,1031,543,2756.850820480897
ferent,1362,1040,2756.812550264666
omit,1243,857,2756.5134935269466
recognition-page,853,311,2756.2771711495852
atrous,782,232,2756.0261124454396
contentbased,941,422,2753.424459339009
fruit,658,120,2752.7928079351286
learning-deep,1321,980,2752.32313939613
ross,1030,544,2752.281737632431
proportional,1225,835,2748.4537495045115
atmospheric,748,200,2747.2170539936715
interpretable,900,372,2746.9562260130488
originally,1382,1079,2746.417468341005
lateral,841,301,2744.9879833198825
text-recognition,736,189,2744.779831822921
photogrammetry,800,255,2743.8431148589307
smile,755,208,2743.3146660682323
positive-sample,868,335,2740.221235195296
cosegmentation,643,111,2740.168443660903
comment,1052,582,2740.0360345326853
hippocampus,605,85,2739.6917902562727
flexibility,1198,800,2739.173941854866
belongie,1257,891,2738.654825155429
regression-model,882,353,2738.256654746535
model-training,1158,740,2737.995178434226
respond,1237,861,2737.4475197344914
representa,1271,914,2736.764058310261
ser,926,410,2736.2469183852395
tween,1380,1084,2736.062874290847
speak,1170,760,2735.1663363785037
sfm,670,133,2734.081268041925
categorical,891,366,2733.974787849674
workshops,1132,704,2732.975241473821
comparison-method,1231,855,2732.77810881805
attend,854,321,2732.480873524171
glcm,641,111,2731.6453691860634
shrink,967,467,2731.5218210881067
heavily,1296,957,2731.014205273759
maximization,1099,656,2730.9124081170125
dft,702,161,2730.5434777708338
recommend,1105,666,2729.1044338518286
empty,973,477,2727.8550722519667
nguyen,1158,747,2727.0926096679573
hundred,1229,856,2726.901589923537
overcomplete,889,367,2725.4122701123147
subcategory,687,149,2725.412218224415
etal,750,208,2725.1470192730785
summarization,721,180,2724.017733833995
cnn-train,1045,581,2723.600932564786
atomic,759,218,2722.208433340737
filter-bank,839,307,2721.9003208705644
martin,1170,771,2718.353506247449
distillation,662,130,2716.538838239048
seg,958,462,2716.4114406490357
object-instance,760,221,2715.4076002828956
manipulate,930,425,2714.6497909211357
semi,1006,530,2714.3795747790377
tection,1163,763,2714.220340861596
plausible,1015,543,2714.067490580126
vertebra,523,44,2712.737091917632
iterate,1072,628,2710.581235866891
intra,927,423,2710.265505728747
dirichlet,755,218,2707.862143836965
pat,1149,746,2707.4367724690496
curvelet,687,153,2707.212478412342
tie,1154,754,2706.90903161565
adc,551,58,2705.7540599303043
shelhamer,1407,1153,2702.7695002774835
improving,1319,1015,2701.87065883093
yuille,1071,632,2701.2526857507833
casme,440,17,2700.6558016573845
extensively,1339,1048,2699.9978603866257
carefully,1257,919,2699.7611146851373
mutual,947,455,2699.6792087327385
asd,573,71,2697.9060728488134
test-error,715,181,2697.3878413383786
analytic,962,478,2695.0013514034895
matcher,584,78,2694.7854294328185
coarsetofine,882,371,2694.391261741945
sequentially,1134,732,2693.575372690062
